title,review_year,age,children_in_home,education,gender,reviewer_type,work_status,genre,release_year,length_minutes,season,total_reviews,rating,review_text,word_count,review_year_0,release_year_0,age_sc,length_minutes_sc,total_reviews_sc,word_count_sc,rating_good
Whispers in the Dark,2014,41,3,Completed College,female,Critic,Employed,Horror,2020,130,Spring,2052,2.1,An uninspired and forgettable mess that isn't worth your time.,11,14,37,-0.3242932518852729,0.7806222401585731,-1.011223716409559,0.25039688482371264,0
Amour Forever,2018,18,0,Post-Graduate,female,Critic,Employed,Romance,2004,134,Fall,6251,2.4,A misfire that lacked direction and purpose. Avoid at all costs.,11,18,21,-1.5831531326213542,1.1276425736364895,0.46839499020156444,0.25039688482371264,0
Lost Horizon,2021,77,0,Completed College,male,Critic,Employed,Drama,2018,111,Spring,2643,2,An uninspired mess that left me utterly unimpressed.,8,21,35,1.6460961266581584,-0.8677243438615293,-0.8029706429141615,-0.3360126815081668,0
Amour Forever,2022,24,0,Completed College,female,Viewer,Employed,Romance,2004,134,Fall,6251,4,A journey of discovery that captured my heart.,8,22,21,-1.2547549028641154,1.1276425736364895,0.46839499020156444,-0.3360126815081668,1
Forgotten Realms,2013,40,1,Completed College,male,Viewer,Employed,Drama,2013,129,Summer,3337,4.1,Stellar performances and an unforgettable storyline.,6,13,30,-0.379026290178146,0.693867156789094,-0.5584230405354714,-0.7269523923960864,1
The Adventurous Quest,2022,55,1,Completed College,female,Viewer,Unemployed,Action/Adventure,2011,108,Summer,9822,3.8,A powerful cinematic gem.,4,22,28,0.4419692842149504,-1.1279895939699665,1.7267227828446512,-1.1178921032840061,1
Clash of Titans,2022,64,1,Post-Graduate,male,Viewer,Employed,Action/Adventure,2015,118,Summer,3638,3.7,Every frame felt like a work of art. A must-see.,11,22,32,0.9345666288508082,-0.26043876027517576,-0.4523584464202183,0.25039688482371264,1
Heartstrings,2021,46,1,Post-Graduate,female,Viewer,Employed,Romance,1991,123,Summer,5066,3.7,An extraordinary achievement that left me in awe.,8,21,8,-0.05062806042090746,0.17333665657221958,0.05083172101028525,-0.3360126815081668,1
The Mysterious Expedition,2003,51,1,Completed College,female,Viewer,Employed,Action/Adventure,2016,145,Fall,5056,3.5,A true work of art.,5,3,33,0.22303713104345801,2.0819484907007593,0.04730798034200442,-0.9224222478400462,1
Whispers of Fate,2014,39,0,Post-Graduate,male,Viewer,Employed,Drama,2009,102,Fall,8887,3.4,"A decent movie, but it didn't quite meet my expectations. Some parts were enjoyable.",15,14,26,-0.4337593284710191,-1.648520094186841,1.397253030360393,1.032276306599552,1
Echoes of Eternity,2003,18,0,Post-Graduate,male,Viewer,Employed,Drama,1998,126,Summer,7245,4.1,An instant classic that will be cherished for years.,9,3,15,-1.5831531326213542,0.4336019066806568,0.8186548126286796,-0.14054282606420698,1
The Uncharted Journey,2018,57,1,Post-Graduate,female,Critic,Employed,Action/Adventure,2007,112,Fall,3948,1.7,"I can't believe I wasted my time on this film. The characters were unlikable, and the story was boring.",20,18,24,0.5514353608006966,-0.7809692604920502,-0.34312248570351234,2.009625583819351,0
Cosmic Adventures,2011,42,0,Post-Graduate,male,Viewer,Unemployed,Sci-Fi,2012,119,Fall,8655,3.4,"It's not remarkable, but it's not terrible either.",10,11,29,-0.26956021359239984,-0.1736836769056967,1.3155022468562776,0.05492702937975282,1
Crazy Antics,2020,72,0,Completed College,female,Viewer,Employed,Comedy,1992,131,Winter,6745,2.8,A middle-of-the-road outing that left me with mixed feelings.,12,20,9,1.3724309351937929,0.8673773235280522,0.6424677792146377,0.4458667402676725,0
Requiem for a Dream,2017,73,0,Post-Graduate,female,Critic,Retired,Drama,2008,128,Winter,3517,2.1,A total disappointment that I deeply regret watching.,8,17,25,1.4271639734866661,0.6071120734196149,-0.4949957085064164,-0.3360126815081668,0
Empire of Shadows,2021,47,1,Post-Graduate,male,Viewer,Employed,Action/Adventure,2017,108,Summer,9606,3.8,Brimming with charm and genuine emotion.,6,21,34,0.004104977871965638,-1.1279895939699665,1.6506099844097852,-0.7269523923960864,1
The Hilarious Movie,2013,18,0,Completed High School,female,Critic,Employed,Comedy,2014,126,Winter,1399,1.2,A complete letdown that left me frustrated and annoyed.,9,13,31,-1.5831531326213542,0.4336019066806568,-1.2413239820482977,-0.14054282606420698,0
Wonderland Adventures,2016,46,1,Completed High School,female,Viewer,Employed,Kids,2012,98,Spring,2160,3.9,An instant classic that will be cherished for years.,9,16,29,-0.05062806042090746,-1.9955404276647573,-0.9731673171921259,-0.14054282606420698,1
Joyful Journeys,2020,38,0,Post-Graduate,male,Viewer,Employed,Kids,2005,111,Spring,9030,3.4,A film that left me on the fence with its execution.,11,20,22,-0.4884923667638922,-0.8677243438615293,1.447642521916809,0.25039688482371264,1
Stolen Memories,2021,31,3,Post-Graduate,female,Critic,Employed,Drama,2003,109,Summer,3004,2.3,"A complete trainwreck of a movie. The acting was wooden, and the plot was a jumbled mess.",17,21,20,-0.8716236348140038,-1.0412345106004874,-0.6757636047892234,1.4232160174874715,0
Whispers in the Dark,2022,47,1,Completed High School,female,Viewer,Employed,Horror,2020,130,Spring,2052,3.5,A work of art that transcends the ordinary.,8,22,37,0.004104977871965638,0.7806222401585731,-1.011223716409559,-0.3360126815081668,1
Enchanted Hearts,2019,42,0,Post-Graduate,female,Viewer,Employed,Romance,2019,137,Summer,9467,4.1,An inspiring and visually enchanting journey.,6,19,36,-0.26956021359239984,1.3879078237449267,1.6016299891206816,-0.7269523923960864,1
Chronicles of Destiny,2015,52,2,Post-Graduate,female,Critic,Employed,Action/Adventure,2000,125,Fall,4695,2,"This movie was a complete disaster. The plot was confusing, the acting was terrible, and it left me feeling unsatisfied.",20,15,17,0.2777701693363311,0.3468468233111777,-0.0798990577829338,2.009625583819351,0
Realm of Legends,2021,39,1,Post-Graduate,female,Viewer,Employed,Action/Adventure,1996,116,Summer,7968,3.7,An absolute delight!,3,21,13,-0.4337593284710191,-0.4339489270141339,1.073421262945384,-1.313361958727966,1
Midnight Whispers,2022,56,0,Completed College,female,Critic,Unemployed,Drama,2012,115,Summer,9341,2.9,"It's not a standout, but it's not terrible either.",11,22,29,0.4967023225078235,-0.520704010383613,1.557230856700343,0.25039688482371264,0
The Uncharted Journey,2022,39,0,Post-Graduate,female,Viewer,Employed,Action/Adventure,2007,112,Fall,3948,3.2,A movie that had its moments but didn't resonate.,10,22,24,-0.4337593284710191,-0.7809692604920502,-0.34312248570351234,0.05492702937975282,1
The Mysterious Expedition,2021,29,1,Completed College,female,Viewer,Employed,Action/Adventure,2016,145,Fall,5056,3.7,An emotional tour de force that left me moved.,9,21,33,-0.98108971139975,2.0819484907007593,0.04730798034200442,-0.14054282606420698,1
Guardians of Destiny,2011,54,1,Post-Graduate,female,Critic,Employed,Action/Adventure,2004,119,Winter,374,1.5,"I had high hopes for this film, but it was a letdown. The characters were one-dimensional, and the story was a mess.",23,11,21,0.3872362459220773,-0.1736836769056967,-1.6025074005470834,2.5960351501512307,0
Fun Under the Sun,2018,76,0,Completed College,female,Viewer,Retired,Comedy,2019,123,Summer,7699,3.2,A film with potential that didn't quite soar.,9,18,36,1.5913630883652854,0.17333665657221958,0.9786326389686296,-0.14054282606420698,1
Fun Under the Sun,2022,18,0,Completed College,male,Critic,Employed,Comedy,2019,123,Summer,7699,2,A trainwreck of a film that I wish I hadn't seen.,12,22,36,-1.5831531326213542,0.17333665657221958,0.9786326389686296,0.4458667402676725,0
Hilarity Unleashed,2009,18,0,Completed College,female,Viewer,Unemployed,Comedy,2019,121,Fall,7590,2.9,A middle-of-the-road effort that didn't stand out.,11,9,36,-1.5831531326213542,-1.7351016673855377e-4,0.9402238656843684,0.25039688482371264,0
Enchanted Expeditions,2016,19,0,Post-Graduate,male,Viewer,Employed,Action/Adventure,2017,109,Summer,1969,3.1,A middle-of-the-road outing that left me with mixed feelings.,12,16,34,-1.528420094328481,-1.0412345106004874,-1.04047076395629,0.4458667402676725,1
Innocence Lost,2011,58,0,Post-Graduate,female,Viewer,Employed,Drama,2011,131,Summer,3260,3.8,Captured my imagination and heart from the very start.,9,11,28,0.6061683990935697,0.8673773235280522,-0.5855558436812339,-0.14054282606420698,1
Shadowed Past,2020,69,0,Post-Graduate,female,Viewer,Employed,Drama,2017,103,Summer,4038,3.4,"A decent movie, but it didn't quite meet my expectations.",11,20,34,1.2082318203151736,-1.561765010817362,-0.31140881968898476,0.25039688482371264,1
Raiders of the Unknown,2012,33,1,Completed College,female,Viewer,Employed,Action/Adventure,2018,121,Summer,6957,3.9,Incredible storytelling and breathtaking visuals. I couldn't take my eyes off the screen.,14,12,35,-0.7621575582282577,-1.7351016673855377e-4,0.7171710813821915,0.836806451155592,1
Hilarity Unleashed,2021,80,0,Completed College,female,Viewer,Retired,Comedy,2019,121,Fall,7590,3,I had mixed feelings about this one.,7,21,36,1.8102952415367777,-1.7351016673855377e-4,0.9402238656843684,-0.5314825369521267,1
Futuristic Frontiers,2020,55,0,Completed High School,female,Critic,Employed,Sci-Fi,1988,120,Winter,2755,1.6,"Terrible. Just terrible. The script was terrible, the acting was terrible, and I regret ever watching it.",17,20,5,0.4419692842149504,-0.08692859353621762,-0.7635047474294162,1.4232160174874715,0
Secret of the Ancients,2015,58,0,Completed High School,male,Viewer,Employed,Action/Adventure,2020,115,Summer,9029,3.8,A work of pure genius.,5,15,37,0.6061683990935697,-0.520704010383613,1.447290147849981,-0.9224222478400462,1
Tales of Tiny Explorers,2009,47,1,Completed High School,female,Viewer,Employed,Kids,2002,118,Fall,4368,4.3,Captivating and emotionally charged from start to finish.,8,9,19,0.004104977871965638,-0.26043876027517576,-0.19512537763571716,-0.3360126815081668,1
Silly Adventures,2015,57,1,Completed College,female,Viewer,Employed,Comedy,2018,127,Summer,607,2.9,"It had potential, but it didn't fully deliver.",9,15,35,0.5514353608006966,0.5203569900501359,-1.52040424297614,-0.14054282606420698,0
Love in the Air,2018,59,0,Post-Graduate,male,Viewer,Employed,Romance,2018,130,Summer,6969,3.7,A triumphant celebration of the human spirit.,7,18,35,0.6609014373864428,0.7806222401585731,0.7213995701841285,-0.5314825369521267,1
Clash of Titans,2008,34,1,Completed College,male,Critic,Retired,Action/Adventure,2015,118,Summer,3638,2.2,An absolute disaster that failed to hold my attention.,9,8,32,-0.7074245199353846,-0.26043876027517576,-0.4523584464202183,-0.14054282606420698,0
Heartstrings,2006,29,0,Completed College,female,Viewer,Employed,Romance,1991,123,Summer,5066,4,"Simply put, this movie is outstanding. It's a beautiful journey that will stay with you for a long time.",20,6,8,-0.98108971139975,0.17333665657221958,0.05083172101028525,2.009625583819351,1
Enchanted Playtime,2015,32,1,Completed College,male,Viewer,Employed,Kids,2004,131,Spring,1041,4.5,Wonderfully done!,2,15,21,-0.8168905965211307,0.8673773235280522,-1.3674738979727517,-1.5088318141719257,1
Realm of Illusions,2022,25,1,Post-Graduate,female,Viewer,Employed,Drama,2005,112,Summer,1520,3.7,Highly recommended viewing.,3,22,22,-1.2000218645712424,-0.7809692604920502,-1.1986867199620994,-1.313361958727966,1
Secret of the Ancients,2018,46,2,Completed College,male,Viewer,Employed,Action/Adventure,2020,115,Summer,9029,4,Brilliant from start to end.,5,18,37,-0.05062806042090746,-0.520704010383613,1.447290147849981,-0.9224222478400462,1
Journey to the Unknown,2019,76,0,Post-Graduate,female,Critic,Retired,Action/Adventure,2000,107,Summer,2537,1.5,"Total disaster, worst movie ever.",5,19,17,1.5913630883652854,-1.2147446773394455,-0.8403222939979385,-0.9224222478400462,0
Frozen in Time,2002,47,1,Post-Graduate,male,Viewer,Employed,Drama,1984,141,Winter,2736,3.5,Highly recommended to all.,4,2,1,0.004104977871965638,1.734928157222843,-0.7701998546991498,-1.1178921032840061,1
Adventures of the Little Ones,2017,35,1,Post-Graduate,female,Viewer,Employed,Kids,1997,124,Summer,8607,5,A true gem of cinema.,5,17,14,-0.6526914816425115,0.26009173994169865,1.2985882916485296,-0.9224222478400462,1
Reflections of Reality,2020,53,1,Completed College,female,Viewer,Employed,Other,2019,132,Summer,2599,3.8,An exquisite blend of artistry and emotion.,7,20,36,0.3325032076292042,0.9541324068975312,-0.8184751018545973,-0.5314825369521267,1
Enchanted Playtime,2013,37,0,Post-Graduate,female,Viewer,Student,Kids,2004,131,Spring,1041,3.7,A genuine masterpiece that left me in awe.,8,13,21,-0.5432254050567653,0.8673773235280522,-1.3674738979727517,-0.3360126815081668,1
Quest for Imagination,2021,71,0,Post-Graduate,male,Viewer,Retired,Kids,2005,122,Summer,3131,3.3,"I was hoping for better, but it was decent enough.",10,21,22,1.3176978969009199,0.08658157320274051,-0.6310120983020567,0.05492702937975282,1
Lost in Time,2019,34,0,Completed College,female,Viewer,Unemployed,Drama,2019,119,Summer,8311,4.3,An enchanting escape into a world of wonder.,8,19,36,-0.7074245199353846,-0.1736836769056967,1.194285567867417,-0.3360126815081668,1
Magic of Childhood,2019,52,0,Completed College,female,Critic,Employed,Kids,2014,126,Winter,1036,1.8,"I can't believe I wasted my time on this film. The characters were unlikable, and the story was boring.",20,19,31,0.2777701693363311,0.4336019066806568,-1.369235768306892,2.009625583819351,0
Stellar Explorers,2014,30,0,Completed College,female,Viewer,Employed,Sci-Fi,2013,98,Fall,8106,3,"I'm neutral about this one, neither good nor bad.",10,14,30,-0.926356673106877,-1.9955404276647573,1.1220488841676597,0.05492702937975282,1
Whispers in the Dark,2017,23,0,Completed High School,male,Viewer,Unemployed,Horror,2020,130,Spring,2052,3.9,Spellbinding and beautifully crafted in every way.,7,17,37,-1.3094879411569886,0.7806222401585731,-1.011223716409559,-0.5314825369521267,1
Rise of the Phoenix,2022,19,1,Completed College,male,Viewer,Student,Action/Adventure,2006,126,Winter,6613,4.3,Heartfelt and beautifully realized. An absolute gem.,7,22,23,-1.528420094328481,0.4336019066806568,0.5959544023933308,-0.5314825369521267,1
Silly Adventures,2013,47,0,Post-Graduate,female,Critic,Employed,Comedy,2018,127,Summer,607,1.2,A lackluster effort that failed to engage or entertain.,9,13,35,0.004104977871965638,0.5203569900501359,-1.52040424297614,-0.14054282606420698,0
The Last Crusade,2019,28,1,Post-Graduate,female,Viewer,Unemployed,Action/Adventure,2015,106,Winter,4492,3.1,An okay outing that didn't fully engage me.,9,19,32,-1.0358227496926231,-1.3014997607089247,-0.1514309933490348,-0.14054282606420698,1
Visions of Valor,2014,54,1,Completed College,female,Viewer,Employed,Action/Adventure,1987,120,Fall,2574,3.1,"Not a standout, but it's not entirely forgettable.",9,14,4,0.3872362459220773,-0.08692859353621762,-0.8272844535252993,-0.14054282606420698,1
Silly Adventures,2019,51,1,Completed College,female,Viewer,Employed,Comedy,2018,127,Summer,607,3,A decent attempt that fell short of my expectations.,9,19,35,0.22303713104345801,0.5203569900501359,-1.52040424297614,-0.14054282606420698,1
Raiders of the Unknown,2017,75,0,Post-Graduate,female,Viewer,Retired,Action/Adventure,2018,121,Summer,6957,3.5,I was blown away by this film. It's a cinematic masterpiece that will stand the test of time.,19,17,35,1.5366300500724122,-1.7351016673855377e-4,0.7171710813821915,1.8141557283753913,1
The Hilarious Movie,2016,44,0,Post-Graduate,female,Viewer,Unemployed,Comedy,2014,126,Winter,1399,2.5,A disappointment from start to finish. Don't waste your time.,11,16,31,-0.16009413700665365,0.4336019066806568,-1.2413239820482977,0.25039688482371264,0
Empire of Shadows,2021,29,0,Completed High School,male,Viewer,Retired,Action/Adventure,2017,108,Summer,9606,3.7,A heartwarming tale that warmed my soul.,7,21,34,-0.98108971139975,-1.1279895939699665,1.6506099844097852,-0.5314825369521267,1
Beneath the Surface,2020,80,0,Completed High School,female,Critic,Retired,Drama,2011,105,Fall,9202,2.3,An agonizing viewing experience that I wish I could forget.,10,20,28,1.8102952415367777,-1.3882548440784037,1.5082508614112393,0.05492702937975282,0
Beyond Boundaries,2009,62,0,Completed High School,female,Viewer,Employed,Other,2018,114,Fall,8184,3.4,"Some moments were enjoyable, others were forgettable.",7,9,35,0.8251005522650621,-0.607459093753092,1.1495340613802503,-0.5314825369521267,1
Eternal Sunshine,2021,49,2,Post-Graduate,male,Viewer,Employed,Drama,2017,142,Summer,4603,4.2,What a treat! This movie exceeded all my expectations. A true cinematic marvel.,13,21,34,0.11357105445771182,1.821683240592322,-0.11231747193111749,0.6413365957116323,1
Adventures of the Little Ones,2011,27,1,Completed College,male,Viewer,Employed,Kids,1997,124,Summer,8607,5,Elegantly executed with a compelling narrative.,6,11,14,-1.0905557879854961,0.26009173994169865,1.2985882916485296,-0.7269523923960864,1
